config,task,R@1,Hit@1,R@3,Hit@3,R@5,Hit@5,R@10,Hit@10,MRR@10,nDCG@10,P@5,n
"faiss+bm25+kg[w_kg=0.5,boost=1.0]",ipc_facts,0.07116666666666667,0.112,0.15256666666666666,0.254,0.2226,0.35,0.33053333333333335,0.514,0.21256507936507935,0.20813695645231287,0.0796,500
"faiss+bm25+kg[w_kg=0.5,boost=1.0]",sc_case,0.8310580204778157,0.8310580204778157,0.9590443686006825,0.9590443686006825,0.9726962457337884,0.9726962457337884,0.9948805460750854,0.9948805460750854,0.8965321794246709,0.9210404323452444,0.1945392491467577,586
"faiss+bm25+kg[w_kg=0.5,boost=1.0]",macro,0.5469405803882712,0.5689096664097766,0.6593543717200632,0.6954653932254394,0.701565996917318,0.7411444915409741,0.7536249752284487,0.8075561580241477,0.6442280024001172,0.6584597689107742,0.15304825314690448,1810
"faiss+bm25+kg[w_kg=1.0,boost=1.0]",bns_qa,0.5133333333333333,0.5133333333333333,0.6333333333333333,0.6333333333333333,0.6966666666666667,0.6966666666666667,0.7566666666666667,0.7566666666666667,0.5903181216931217,0.6302154320678318,0.13933333333333334,600
"faiss+bm25+kg[w_kg=1.0,boost=1.0]",const_qa,0.7916666666666667,0.8387096774193549,0.9005376344086022,0.9435483870967742,0.9206989247311829,0.9516129032258065,0.9354838709677419,0.967741935483871,0.8894137224782386,0.884237580898653,0.2,124
"faiss+bm25+kg[w_kg=1.0,boost=1.0]",ipc_facts,0.0681,0.104,0.14606666666666665,0.244,0.2044,0.326,0.31023333333333336,0.49,0.2027563492063492,0.1972678239297309,0.072,500
"faiss+bm25+kg[w_kg=1.0,boost=1.0]",sc_case,0.8071672354948806,0.8071672354948806,0.9539249146757679,0.9539249146757679,0.9795221843003413,0.9795221843003413,0.9931740614334471,0.9931740614334471,0.8835608646188851,0.9111124304386352,0.19590443686006828,586
"faiss+bm25+kg[w_kg=1.0,boost=1.0]",macro,0.5450668088737202,0.5658025615618922,0.6584656372710925,0.6937016587764688,0.7003219439245477,0.7384504385482037,0.7488894831002972,0.8018956658959963,0.6415122644991487,0.6557083168337128,0.1518094425483504,1810
"faiss+bm25+kg[w_kg=1.0,boost=2.0]",bns_qa,0.48333333333333334,0.48333333333333334,0.585,0.585,0.6716666666666666,0.6716666666666666,0.7283333333333334,0.7283333333333334,0.5563941798941798,0.5974906187256633,0.13433333333333336,600
"faiss+bm25+kg[w_kg=1.0,boost=2.0]",const_qa,0.7755376344086022,0.8225806451612904,0.9032258064516129,0.9354838709677419,0.9220430107526881,0.9435483870967742,0.9368279569892474,0.9596774193548387,0.8759728622631849,0.8798860425167022,0.20322580645161292,124
"faiss+bm25+kg[w_kg=1.0,boost=2.0]",ipc_facts,0.009,0.016,0.03903333333333333,0.066,0.05616666666666666,0.092,0.07843333333333334,0.132,0.049061904761904765,0.047245607219446366,0.019200000000000002,500
"faiss+bm25+kg[w_kg=1.0,boost=2.0]",sc_case,0.3447098976109215,0.3447098976109215,0.8395904436860068,0.8395904436860068,0.9180887372013652,0.9180887372013652,0.9675767918088737,0.9675767918088737,0.5981973563031583,0.6908806523918374,0.18361774744027307,586
"faiss+bm25+kg[w_kg=1.0,boost=2.0]",macro,0.40314521633821426,0.4166559690263863,0.5917123958677383,0.6065185786634372,0.6419912703218467,0.6563259477412016,0.6777928538661969,0.6968968861242615,0.519906575805607,0.5538757302134123,0.13509422180630484,1810
"faiss+bm25+kg[w_kg=1.0,boost=3.0]",bns_qa,0.47833333333333333,0.47833333333333333,0.5683333333333334,0.5683333333333334,0.625,0.625,0.6833333333333333,0.6833333333333333,0.538912037037037,0.5732924559700138,0.125,600
"faiss+bm25+kg[w_kg=1.0,boost=3.0]",const_qa,0.7715053763440861,0.8145161290322581,0.8870967741935484,0.9193548387096774,0.9139784946236559,0.9354838709677419,0.9368279569892474,0.9596774193548387,0.8652969790066565,0.8730453412025266,0.20161290322580644,124
"faiss+bm25+kg[w_kg=1.0,boost=3.0]",ipc_facts,0.009,0.016,0.036033333333333334,0.062,0.04343333333333333,0.072,0.062200000000000005,0.106,0.04259285714285714,0.03929784109534177,0.015200000000000002,500
"faiss+bm25+kg[w_kg=1.0,boost=3.0]",sc_case,0.22866894197952217,0.22866894197952217,0.3293515358361775,0.3293515358361775,0.3378839590443686,0.3378839590443686,0.3430034129692833,0.3430034129692833,0.28019529768676527,0.2962561503405021,0.06757679180887373,586
"faiss+bm25+kg[w_kg=1.0,boost=3.0]",macro,0.3718769129142354,0.38437960108627844,0.45520374417409815,0.46975992696979707,0.4800739467503395,0.49259195750302764,0.506341175822966,0.5230035414143639,0.43174929271832896,0.44547294715209607,0.10234742375867004,1810
"faiss+bm25+kg[w_kg=2.0,boost=1.0]",bns_qa,0.455,0.455,0.5783333333333334,0.5783333333333334,0.66,0.66,0.7216666666666667,0.7216666666666667,0.5377156084656085,0.5818058555456955,0.132,600
"faiss+bm25+kg[w_kg=2.0,boost=1.0]",const_qa,0.7083333333333333,0.75,0.8870967741935484,0.9193548387096774,0.9018817204301075,0.9274193548387096,0.9368279569892474,0.9596774193548387,0.8337781618023554,0.8488422598375572,0.19838709677419356,124
"faiss+bm25+kg[w_kg=2.0,boost=1.0]",ipc_facts,0.008,0.014,0.03353333333333333,0.056,0.050666666666666665,0.082,0.07093333333333333,0.12,0.042909523809523814,0.04200415601800962,0.0172,500
"faiss+bm25+kg[w_kg=2.0,boost=1.0]",sc_case,0.30716723549488056,0.30716723549488056,0.8122866894197952,0.8122866894197952,0.9061433447098977,0.9061433447098977,0.9658703071672355,0.9658703071672355,0.5682444877837369,0.6675650235409818,0.18122866894197953,586
"faiss+bm25+kg[w_kg=2.0,boost=1.0]",macro,0.36962514220705345,0.38154180887372013,0.5778125325700025,0.5914937153657015,0.6296729329516679,0.6438906748871518,0.6738245660391208,0.6918035982971852,0.4956619454653062,0.535054323735561,0.13220394142904326,1810
faiss+bm25+kg[rrf_k=20],bns_qa,0.5133333333333333,0.5133333333333333,0.64,0.64,0.7,0.7,0.7566666666666667,0.7566666666666667,0.5912791005291005,0.6310517884729655,0.14,600
faiss+bm25+kg[rrf_k=20],const_qa,0.7916666666666667,0.8387096774193549,0.9005376344086022,0.9435483870967742,0.9206989247311829,0.9516129032258065,0.9354838709677419,0.967741935483871,0.8900729646697388,0.8849646141868618,0.2,124
faiss+bm25+kg[rrf_k=20],ipc_facts,0.0705,0.11,0.15006666666666665,0.252,0.20856666666666665,0.332,0.31123333333333336,0.49,0.2070873015873016,0.19950083899267915,0.07360000000000001,500
faiss+bm25+kg[rrf_k=20],sc_case,0.8225255972696246,0.8225255972696246,0.9607508532423208,0.9607508532423208,0.984641638225256,0.984641638225256,0.9931740614334471,0.9931740614334471,0.8942284251584592,0.91923060847439,0.1969283276450512,586
faiss+bm25+kg[rrf_k=20],macro,0.5495063993174062,0.5711421520055782,0.6628387885793974,0.6990748100847737,0.7034768074057763,0.7420636353627657,0.7491394831002972,0.8018956658959963,0.6456669479861501,0.6586869625317241,0.15263208191126282,1810
faiss+bm25+kg[rrf_k=100],bns_qa,0.5133333333333333,0.5133333333333333,0.6333333333333333,0.6333333333333333,0.6966666666666667,0.6966666666666667,0.7566666666666667,0.7566666666666667,0.5903181216931217,0.6302154320678318,0.13933333333333334,600
faiss+bm25+kg[rrf_k=100],const_qa,0.7836021505376345,0.8306451612903226,0.9005376344086022,0.9435483870967742,0.9206989247311829,0.9516129032258065,0.9354838709677419,0.967741935483871,0.8853814644137225,0.8812612079435841,0.2,124
faiss+bm25+kg[rrf_k=100],ipc_facts,0.0681,0.104,0.14606666666666665,0.244,0.2044,0.326,0.31023333333333336,0.49,0.2027563492063492,0.1972678239297309,0.072,500
faiss+bm25+kg[rrf_k=100],sc_case,0.8054607508532423,0.8054607508532423,0.9539249146757679,0.9539249146757679,0.9795221843003413,0.9795221843003413,0.9931740614334471,0.9931740614334471,0.8818543799772468,0.9098123288906098,0.19590443686006828,586
faiss+bm25+kg[rrf_k=100],macro,0.5426240586810525,0.5633598113692246,0.6584656372710925,0.6937016587764688,0.7003219439245477,0.7384504385482037,0.7488894831002972,0.8018956658959963,0.64007757882261,0.6546391982079391,0.1518094425483504,1810
faiss+rerank,bns_qa,0.14666666666666667,0.14666666666666667,0.255,0.255,0.31833333333333336,0.31833333333333336,0.4483333333333333,0.4483333333333333,0.22304563492063495,0.27524975471181484,0.06366666666666668,600
faiss+rerank,const_qa,0.3736559139784946,0.4032258064516129,0.635752688172043,0.6693548387096774,0.7405913978494624,0.7661290322580645,0.8413978494623655,0.8709677419354839,0.5458173323092679,0.6052665806974437,0.15967741935483873,124
faiss+rerank,ipc_facts,0.052533333333333335,0.11,0.14513333333333334,0.28,0.2187666666666667,0.416,0.35056666666666664,0.574,0.23346428571428574,0.21962021476595486,0.098,500
faiss+rerank,sc_case,0.08361774744027303,0.08361774744027303,0.18430034129692832,0.18430034129692832,0.3174061433447099,0.3174061433447099,0.590443686006826,0.590443686006826,0.1913660003250447,0.2824984199059295,0.06348122866894199,586
faiss+rerank,macro,0.1641184153546919,0.18587755513963813,0.30504659070057616,0.34716379500165145,0.39877438529854314,0.45446712723402694,0.5576853838672978,0.6209361903189108,0.2984233133173083,0.3456587425202857,0.09620632867261186,1810
bm25+rerank,bns_qa,0.30333333333333334,0.30333333333333334,0.49166666666666664,0.49166666666666664,0.5516666666666666,0.5516666666666666,0.585,0.585,0.40730886243386244,0.4510916071650375,0.11033333333333334,600
bm25+rerank,const_qa,0.7123655913978494,0.7580645161290323,0.864247311827957,0.9032258064516129,0.8924731182795699,0.9274193548387096,0.8965053763440861,0.9274193548387096,0.8286290322580645,0.8289594068703852,0.1935483870967742,124
bm25+rerank,ipc_facts,0.0026666666666666666,0.006,0.008,0.016,0.0104,0.02,0.0154,0.026,0.012274603174603176,0.009974577217455096,0.004,500
bm25+rerank,sc_case,0.20136518771331058,0.20136518771331058,0.43856655290102387,0.43856655290102387,0.5938566552901023,0.5938566552901023,0.8344709897610921,0.8344709897610921,0.37094100438810335,0.4798745426648473,0.1187713310580205,586
bm25+rerank,macro,0.30493269477778995,0.31719075929391904,0.4506201328489119,0.46236475650482584,0.5120991100590847,0.5232356691988697,0.5828440915262946,0.5932225861499504,0.40478837556365843,0.4424750334794313,0.10666326287203201,1810
faiss+bm25+rerank,bns_qa,0.16666666666666666,0.16666666666666666,0.30833333333333335,0.30833333333333335,0.41333333333333333,0.41333333333333333,0.6616666666666666,0.6616666666666666,0.28327579365079364,0.3704260559228845,0.08266666666666667,600
faiss+bm25+rerank,const_qa,0.4623655913978495,0.49193548387096775,0.7163978494623655,0.75,0.8051075268817204,0.8387096774193549,0.9166666666666667,0.9435483870967742,0.6392057091653867,0.6942426788045555,0.17419354838709677,124
faiss+bm25+rerank,ipc_facts,0.08313333333333334,0.168,0.19003333333333333,0.37,0.2648333333333333,0.47,0.3874666666666666,0.624,0.30006190476190475,0.26242092781365256,0.1124,500
faiss+bm25+rerank,sc_case,0.12457337883959044,0.12457337883959044,0.295221843003413,0.295221843003413,0.4590443686006826,0.4590443686006826,0.7525597269624573,0.7525597269624573,0.2717156942412915,0.3829249891885477,0.09180887372013653,586
faiss+bm25+rerank,macro,0.20918474255935998,0.2377938823443062,0.3774965897831113,0.43088879408418657,0.4855796405372674,0.5452718448383427,0.6795899317406143,0.7454436951814745,0.3735647754548441,0.4275036629324101,0.11526727219347499,1810
faiss+bm25+kg+rerank,bns_qa,0.16666666666666666,0.16666666666666666,0.32166666666666666,0.32166666666666666,0.42833333333333334,0.42833333333333334,0.6883333333333334,0.6883333333333334,0.2911051587301587,0.3828330511643671,0.08566666666666668,600
faiss+bm25+kg+rerank,const_qa,0.4825268817204301,0.5161290322580645,0.7284946236559139,0.7661290322580645,0.8400537634408602,0.8709677419354839,0.9193548387096774,0.9435483870967742,0.6574436763952893,0.7087048319449555,0.18225806451612905,124
faiss+bm25+kg+rerank,ipc_facts,0.09129999999999999,0.174,0.19613333333333333,0.356,0.2577,0.456,0.35823333333333335,0.588,0.29224761904761903,0.24968923854434039,0.1044,500
faiss+bm25+kg+rerank,sc_case,0.06313993174061433,0.06313993174061433,0.16723549488054607,0.16723549488054607,0.2781569965870307,0.2781569965870307,0.6143344709897611,0.6143344709897611,0.17494379435505714,0.2747010152766941,0.05563139931740615,586
faiss+bm25+kg+rerank,macro,0.20090837003192774,0.22998390766633636,0.353382529634115,0.4027577984513193,0.4510610233403061,0.508364517963962,0.6450639940915264,0.7085540478549672,0.3539350621320311,0.40398203423258927,0.10698903262505047,1810
